Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total Sediment, 1985 (T)","Total Sediment, 2007 (T)","Total Sediment, 2009 (T)","Total Sediment, 2010 (T)","Total Sediment, 2011 (T)","Total Sediment, 2012 (T)","Total Sediment, 2013 (T)","Total Sediment, 2014 (T)","Total Sediment, 2015 (T)","Total Sediment, 2016 (T)","Total Sediment Target, 2017 (T)","Total Sediment Target, 2025 (T)"
F24005WU3_3480_3481,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24005WU3_3480_3481,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24005WU3_3480_3481,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Stormwater,5452.149384,5960.447875,5457.527344,4944.411071,4824.769866,4723.188262,4260.713135,4291.233032,4016.992065,4648.992065,,
F24005WU3_3480_3481,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24005WU3_3481_0001,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Agriculture,2728.777402,1756.477203,1668.010212,1542.085552,1358.319863,1544.055374,1357.26936,1448.007446,1410.703667,1556.198584,,
F24005WU3_3481_0001,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Forest,6247.256897,6146.14264,6040.681091,5911.974396,5915.285431,5942.951172,5868.652283,5556.077629,5625.225723,5735.399734,,
F24005WU3_3481_0001,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24005WU3_3481_0001,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24005WU3_3481_0001,24005,"BALTIMORE, MD",Upper Western Shore,Western Shore of Chesapeake Bay,Stormwater,9572.233886,8757.389893,8581.218994,8573.947266,8110.97107,8140.911133,8209.322021,8338.73291,7878.665283,9030.874023,,
F24009WL0_4772_0000,24009,"CALVERT, MD",Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,2389.705886,1298.305208,1115.244426,1015.728908,700.4297764,583.9509876,425.3552551,1791.157967,1879.104852,2330.566863,,
F24009WL0_4772_0000,24009,"CALVERT, MD",Lower Western Shore,Western Shore of Chesapeake Bay,Forest,1346.237244,1339.177841,1309.288879,1292.249992,1314.523155,1318.095627,1587.296737,1532.064121,1554.50576,1535.16954,,
F24009WL0_4772_0000,24009,"CALVERT, MD",Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24009WL0_4772_0000,24009,"CALVERT, MD",Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24009WL0_4772_0000,24009,"CALVERT, MD",Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,7515.75708,6270.556153,6065.833007,6124.200928,6475.144043,6098.809082,5014.920898,5199.434082,5101.223877,0,,
F24009WL0_4772_0000,24009,"CALVERT, MD",Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,846.1868286,18.02120972,26.2689991,40.63339996,11.13615036,24.92411041,27.4247303,391.8900146,19.5820694,17.07415962,,
F24009XL0_4954_0000,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24009XL0_4954_0000,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Forest,341.990715,278.6224976,324.7287292,272.799099,361.9715729,327.1653766,1446.727387,1455.250326,1514.770424,1311.242809,,
F24009XL0_4954_0000,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24009XL0_4954_0000,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24009XL0_4954_0000,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Stormwater,38084.52279,29520.24194,28666.02102,28877.20996,30598.6709,28769.7998,24839.48144,25591.3252,25159.2627,227.8061981,,
F24009XL0_4954_0000,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Wastewater,791.0429077,0,0,0,0,0,0,0,0,0,,
F24009XL0_5320_0001,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24009XL0_5320_0001,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Forest,59.89068365,53.61165237,52.1201942,51.94595433,52.24816084,52.38584233,56.53329754,57.3792305,57.92917168,57.8841815,,
F24009XL0_5320_0001,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24009XL0_5320_0001,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24009XL0_5320_0001,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Stormwater,571.9591504,487.7240601,478.0871068,478.3579559,498.2372284,477.6140136,437.9743919,438.8455506,432.2282448,32.97383881,,
F24009XL0_5320_0001,24009,"CALVERT, MD",Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24013WM0_3881_3880,24013,"CARROLL, MD",Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24013WM0_3881_3880,24013,"CARROLL, MD",Patapsco/Back,Western Shore of Chesapeake Bay,Forest,0,0,0,0,0,0,0,0,0,0,,
F24013WM0_3881_3880,24013,"CARROLL, MD",Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24013WM0_3881_3880,24013,"CARROLL, MD",Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24013WM0_3881_3880,24013,"CARROLL, MD",Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,0,0,0,0,0,0,0,0,0,0,,
F24013WM0_3881_3880,24013,"CARROLL, MD",Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3010_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,117132.3891,110437.5675,97750.78197,97454.68727,79498.03601,73722.48943,72017.53755,69202.1317,69899.7408,108770.152,,
F24015EU0_3010_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,12977.37878,12224.53442,12148.45508,12050.53174,12122.55713,12274.9718,10502.94782,11461.69827,11361.08008,12824.15857,,
F24015EU0_3010_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3010_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3010_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,1725.988369,2730.214966,2602.288208,2592.70227,2533.080078,2577.331848,12152.83789,3620.533935,3620.115967,3648.25,,
F24015EU0_3010_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,76.20159149,4.291143894,15.13267994,4.610593796,6.096127033,14.11470985,12.68031025,7.859213829,10.64027023,14.31163025,,
F24015EU0_3130_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,30716.4298,29023.93547,25678.13689,25599.64939,21408.87866,19836.35357,19346.63792,18433.19342,18364.41817,28646.29499,,
F24015EU0_3130_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,6268.663513,5995.613342,5949.681336,5897.171631,5901.636841,5973.276368,5877.152466,5612.112767,5561.359863,6275.557922,,
F24015EU0_3130_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3130_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3130_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,0,16.33204079,15.3243103,15.33386993,14.90907001,15.36122036,296.2901001,58.55012131,65.84971619,67.45182037,,
F24015EU0_3130_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3203_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,3526.711999,3346.483048,2945.147966,2935.066283,2454.249102,2274.130389,2215.639952,2119.303207,2110.874678,3306.925255,,
F24015EU0_3203_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1717.816131,1630.745834,1616.358444,1600.650787,1600.699662,1618.733765,1623.001022,1508.140374,1494.501953,1686.521378,,
F24015EU0_3203_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3203_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3203_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,139.576004,115.8139038,111.3651962,111.5777969,109.4470978,109.8904037,0,0,0,0,,
F24015EU0_3203_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3363_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,12222.37482,11584.15187,10244.1732,10210.58167,8531.074446,7901.28915,7713.320945,7368.238858,7342.928993,11487.28259,,
F24015EU0_3363_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,2977.042724,2841.521362,2818.495362,2792.808456,2794.217285,2827.692139,2834.38446,2658.81403,2635.270996,2973.894531,,
F24015EU0_3363_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3363_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24015EU0_3363_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,270.0491028,224.1069946,215.5200043,215.9311981,211.6430969,212.6641998,0,0,0,0,,
F24015EU0_3363_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24015EU1_2982_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24015EU1_2982_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,0,0,0.230133802,0.322187304,0.391227514,0.230133802,0.230133802,0.460267603,0.43725419,0.184107095,,
F24015EU1_2982_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24015EU1_2982_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24015EU1_2982_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,403.6328964,358.0258789,342.8902549,342.4898491,335.2326431,338.9365692,319.677227,337.7899971,337.9305801,341.2634735,,
F24015EU1_2982_0000,24015,"CECIL, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24015SL9_2970_0000,24015,"CECIL, MD",Upper Western Shore,Susquehanna River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24015SL9_2970_0000,24015,"CECIL, MD",Upper Western Shore,Susquehanna River Basin,Forest,3096.981292,2926.156616,2898.077392,2868.822998,2867.218902,2898.653808,2911.698944,2683.165417,2658.332031,2999.62027,,
F24015SL9_2970_0000,24015,"CECIL, MD",Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24015SL9_2970_0000,24015,"CECIL, MD",Upper Western Shore,Susquehanna River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24015SL9_2970_0000,24015,"CECIL, MD",Upper Western Shore,Susquehanna River Basin,Stormwater,368.1569062,305.490654,293.7630004,294.1903076,296.3417969,289.8721008,0,0,0,0,,
F24015SL9_2970_0000,24015,"CECIL, MD",Upper Western Shore,Susquehanna River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5290_0000,24017,"CHARLES, MD",Middle Potomac,Potomac River Basin,Agriculture,45313.47858,28258.83946,24839.03481,22964.68528,19100.03472,20654.49181,17731.43877,21132.62404,18394.78407,25113.27221,,
F24017PL0_5290_0000,24017,"CHARLES, MD",Middle Potomac,Potomac River Basin,Forest,43106.95972,41472.08496,41320.17688,41819.84864,41873.17566,41911.74695,41146.99658,41191.50165,40966.71381,42443.52588,,
F24017PL0_5290_0000,24017,"CHARLES, MD",Middle Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5290_0000,24017,"CHARLES, MD",Middle Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5290_0000,24017,"CHARLES, MD",Middle Potomac,Potomac River Basin,Stormwater,8657.781815,5767.594079,5560.388886,5544.205533,5447.470714,5471.650631,11668.75305,5481.736342,5151.689063,0,,
F24017PL0_5290_0000,24017,"CHARLES, MD",Middle Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5390_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,290.9358723,182.5649396,161.6711559,149.8124933,123.7634678,133.0730556,113.8326648,138.206269,119.0459974,164.7049301,,
F24017PL0_5390_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,8457.435242,8031.536987,8253.30072,8416.651795,8421.044983,8285.346039,8225.479615,8067.509278,8069.631477,8193.72345,,
F24017PL0_5390_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5390_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5390_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,51120.63868,44474.41992,42314.43164,42007.2793,41314.17969,41844.21094,41836.30859,32500.12012,26453.82666,0,,
F24017PL0_5390_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,18086.75,11637.7998,13950.05957,8005.233887,12323.40039,2885.415039,1599.027954,2390.605957,1715.920044,3044.581055,,
F24017PL0_5391_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,14104.2292,8864.209105,7843.921484,7252.947922,6014.157143,6511.653078,5505.014677,6646.02441,5786.857587,7906.939965,,
F24017PL0_5391_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,19165.36621,18393.50855,18393.2248,18632.7251,18651.66865,18632.19117,18626.19769,18288.54514,18200.85497,18811.40094,,
F24017PL0_5391_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5391_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5391_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,17930.10693,15636.93555,14924.18359,14828.06982,14529.58447,14740.40869,14736.93799,12596.80566,10214.32947,0,,
F24017PL0_5391_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5392_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5392_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,18821.5398,17927.20691,17844.91022,18052.1128,18062.10315,18072.56409,18090.30018,17729.44589,17623.81978,18255.50458,,
F24017PL0_5392_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5392_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5392_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5392_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5440_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5440_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,290.8042736,264.9901934,265.1309176,268.5376787,268.8437986,268.1119099,123.0016194,263.0159535,261.7368963,269.4038181,,
F24017PL0_5440_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5440_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5440_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,1361.806946,1225.424995,1178.478959,1173.813255,1152.857292,1160.591545,2405.459427,1100.320938,931.5242472,0,,
F24017PL0_5440_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5450_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,755.1956642,474.9896428,417.437339,387.0752587,320.7450968,346.7824281,294.4812311,353.1473769,308.6137225,420.8095238,,
F24017PL0_5450_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,2250.48294,2151.644875,2142.728936,2167.974571,2170.91317,2171.268257,2180.440819,2138.569466,2126.32583,2202.586861,,
F24017PL0_5450_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5450_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5450_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,92.34635925,79.58473206,76.74105072,76.38938141,75.02211761,75.51081085,0,0,0,0,,
F24017PL0_5450_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5580_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,39279.91026,24665.27466,21825.46874,20180.10313,16723.87403,18107.39863,15365.11334,18521.84872,16118.24689,22027.57687,,
F24017PL0_5580_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,6129.687317,6203.997497,6211.258789,6301.782836,6327.705413,6350.839203,6358.665955,6309.70961,6291.405647,6525.438263,,
F24017PL0_5580_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5580_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5580_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,225.8471069,194.6360931,187.6815033,187.2621002,183.4922028,184.672699,0,0,0,0,,
F24017PL0_5580_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5581_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,9474.438648,5959.879491,5275.777809,4879.390854,4054.558942,4380.659906,3706.982032,4467.127331,3889.950501,5310.973996,,
F24017PL0_5581_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,24162.41004,23127.15979,24113.14996,24680.46937,24711.0719,24130.54505,23821.20752,23393.1193,23469.59375,23608.88074,,
F24017PL0_5581_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5581_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5581_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,234608.5896,202566.6216,192701.8683,191297.4922,188345.6093,190570.6797,190962.4141,170646.957,133101.1094,0,,
F24017PL0_5581_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,7595.772949,13822.16992,11202.57031,11555.66016,9611.946289,10796.5,14453.67969,14480.76953,0,7176.40918,,
F24017PL0_5584_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,55699.08312,34964.47649,30827.83562,28497.28214,23635.85939,25593.37561,21746.29936,26193.50026,22783.43398,31149.42001,,
F24017PL0_5584_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,11133.98962,11090.16714,11086.56287,11239.83048,11277.45068,11308.00683,11408.5357,11284.08485,11242.58875,11656.62817,,
F24017PL0_5584_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5584_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5584_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,1702.38501,1467.149048,1414.725952,1410.385986,1382.180054,1392.046021,0,0,0,0,,
F24017PL0_5584_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5720_0001,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5720_0001,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,654.0953026,623.0440732,620.1856289,627.3538018,627.6997719,628.0646019,628.6024723,616.2942591,612.6226635,634.3938255,,
F24017PL0_5720_0001,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5720_0001,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5720_0001,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5720_0001,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5860_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,266227.9554,167283.5359,148036.6495,136892.8585,113488.3217,122855.0604,105432.0755,125897.4729,109619.9588,149655.5568,,
F24017PL0_5860_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,45857.40454,46024.24195,46041.67017,46695.2511,46873.30079,47016.82446,47200.81397,46758.92328,46604.45685,48328.61304,,
F24017PL0_5860_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5860_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5860_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,4670.51709,4025.324951,3881.50293,3869.138916,3794.552979,3819.270996,0,0,0,0,,
F24017PL0_5860_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5930_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5930_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Forest,1333.538476,1270.22335,1264.395241,1279.018239,1279.723587,1280.467389,1316.485134,1290.258184,1282.647621,1328.478134,,
F24017PL0_5930_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5930_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
F24017PL0_5930_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Stormwater,554.078125,477.5262146,460.4641113,459.5325928,450.2966919,453.0817871,0,0,0,0,,
F24017PL0_5930_0000,24017,"CHARLES, MD",Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24019EL0_4892_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,,
F24019EL0_4892_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1611.801789,1449.262192,1421.693931,1455.111878,1456.96428,1472.424378,1476.320572,1339.959766,1489.217087,1489.974548,,
F24019EL0_4892_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
F24019EL0_4892_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
F24019EL0_4892_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,0,0,0,0,0,0,0,0,0,0,,
F24019EL0_4892_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
F24019EL0_5151_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,622.3526014,573.7409654,529.4196473,519.820132,510.7643948,483.544225,454.7852311,373.0291001,358.2269906,531.6914266,,
F24019EL0_5151_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,3198.847595,2875.38916,2820.695069,2887.160279,2890.920593,2921.631927,2930.337585,2661.837891,2958.929626,2959.411438,,
F24019EL0_5151_0000,24019,"DORCHESTER, MD",Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
